client_id,client_name,full_text
3415,Client 3415,"Client 3415: Здравствуйте, для ребенка подойдёт 5лет,17.5 см стопа
Анна: Он универсальный по размеру. Считается ортезом для взрослых. Можно подъехать в салон и примерить. Посмотреть наличие?
Client 3415: С другого города
Анна: Вам нужна доставка"
3414,Анжела,"Анжела: Здравствуйте. У Вас в продаже имеются прокладки для подмышечных областей после удаления лимфоузлов?
Анна: Добрый день. К сожалению, такого товара у нас нет в наличии
Анжела: Спасибо
Анна: 🌺"
3413,Наталия Евгеньевна Ивашко,"Наталия Евгеньевна Ивашко: Компрессионные чулки о класса есть такие
Наталия Евгеньевна Ивашко: Есть ли у вас компрессионные чулки 0 класса
Виктория: Добрый день. Нет, в наличии у нас компрессионный трикотаж от 1 класса компрессии: https://www.ortos.by/catalog/meditsinskiy-kompressionnyy-trikotazh/chulki/filter/compression_class-is-75efb11d28e7e80869243b0dd4de6aa1/apply/
Наталия Евгеньевна Ивашко: Здравствуйте, подскажите какая там степень компрессии, нам нужно пожилому человеку до 18 mm Hg
Виктория: Профилактического класса компрессии можем предложить только гольфы (15-18 мм.рт.ст.): https://www.ortos.by/catalog/meditsinskiy-kompressionnyy-trikotazh/golfy/profilaktika/golfy-dlya-puteshestvennikov-sigvaris-traveno-1kk-36776/
Наталия Евгеньевна Ивашко: Благодарю
Виктория: Хорошего дня!"
3412,Максим,"Максим: Здравствуйте, посоветуйте корсет для облегчения нагрузки при занятии спортом и переносе тяжестей , при протрузиях поясничного отдела , зажатии диска и лордозе поянсничного отдела
Виктория: Добрый день. Можем порекомедовать: https://www.ortos.by/catalog/ortopedicheskie-izdeliya/izdeliya-dlya-fiksatsii-pozvonochnika/korsety-poyasnichno-kresttsovye/korset-ortopedicheskiy-poyasnichnyy-orlett-black/
Виктория: Для подбора размера необходимо замерить обхват таоии и бедер.
Виктория: Можете указать свои параметры в ответном сообщении и мы проверим, в каком салоне есть нужный Вам размер"
3411,Client 3411,"Client 3411: Здравствуйте,можно у вас заказать рукав плоской вязки 2класса
Client 3411: Мади
Анна: Добрый день! Подскажите, рукав нужен с перчаткой или без? Какой размер нужен?"
3363,Client 3363,"Client 3363: Добрый день. Женские ортопедические сандалии Ortmann BRANDRA, светло-бежевый подойдут при поперечном плоскостопии 3 степени?
Виктория: Добрый день! Сандалии Ortmann BRANDRA могут подойти при поперечном плоскостопии 3 степени как комфортная ортопедическая обувь для снижения нагрузки, однако при выраженной деформации (3 степень) выбор обуви должен осуществляться только совместно с ортопедом. Они имеют анатомическую стельку, поддерживающую своды стопы, что помогает уменьшить боли
Client 3363: Если это Брест, иожно как-то заказать их?
Виктория: Какой размер Вам необходим?
Client 3363: 39
Виктория: Можем предложить доставку на дом курьерской службой АВТОЛАЙТ. Доставка без примерки. Если пара обуви не подойдет, то самостоятельный возврат в салон г. Бреста в течение 14 дней со дня доставки, без признаков носки.
Client 3363: Добрый день. А можно заказать эти босоножки на Брест?
Client 3363: сандалии Ortmann BRANDRA, светло-бежевый 39 размер
Виктория: Добрый день. Доставка возможна курьерской службой на Ваш адрес, доставка без примерки.
Client 3363: Если пара обуви не подойдет, то самостоятельный возврат в салон г. Бреста в течение 14 дней со дня доставки, без признаков носки. Все верно?
Виктория: Да, все верно
Client 3363: Можно заказать?
Виктория: Доставку ближайшую можем предложить на 17.04.
Виктория: Для оформления доставки укажите полный адрес доставки, ФИО получателя и контактный номер телефона.
Client 3363: В рабочие дни с 10,00-18,00 ГОБК,19, все остальное время Приграничная, 82/2, телефон(29)7965509
Client 3363: И еще подскажите про БАД IPSUM MENOPAUSE COMPLEX (ИПСУМ менопауза комплекс)."
3410,Client 3410,"Client 3410: Добрый день, мне  нужен ортез голеностопный,на шнуровке,легкой или средней фиксации. Есть ли такие модели в наличии? И как правильно подобрать размер? Спасибо
Виктория: Добрый вечер. Ортезы на шнуровке используют для сильной степени фиксации (повреждения связок, нестабильность голеностопного сустава, реабилитация после переломов и др.) Для подбора размера необходимо замерить окружность ноги через пятку.
Виктория: https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-golenostopnogo-sustava/golenostop-s-shestyu-rebrami-zhestkosti-i-fiksiruyushchimi-remnyami-orlett/
Виктория: Для средней степени фиксации используют компрессионные бандажи, надевается как носок. Размер подбирается путем измерения окружности щиколотки в самом узком месте.
Виктория: https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-golenostopnogo-sustava/fiksator-golenostopnogo-sustava-s-silikonovymi-podushkami-orlett/
Client 3410: У меня травма малоберцовой связки голеностопного сустава, врач посоветовал ортез. Если я правильно измерила окружность через пятку, то это 29-30 см. Какой это размер ортеза? Спасибо
Виктория: Это размер М. Можем выслать Вам на вайбер картинку, как правильно замерять ногу.
Виктория: Или откройте ссылку в карточке товара ""подобрать размер""
Виктория: Консультант в салоне может снять мерки и подобрать Вам нужный размер изделия.
Виктория: Вы находитесь в Минске?
Client 3410: Яв салон не могу приехать. Болит нога. Есть ли доставка? И да, нужно понимать как выбрать размер. Пришлите картинку, пожалуйста. +375259457314
Client 3410: Да
Client 3410: Подскажите, пожалуйста, в ортезе можно ходить? Или полная иммобилизация?
Анна: В ортезе ходить можно
Client 3410: Доброе утро, ответьте, пожалуйста
Анна: Вам отправили информацию на вайбер
Client 3410: Спасибо
Анна: 🌺"
3409,Client 3409,"Client 3409: Здравствуйте, г Оренбург могу я заказать обувь у вас?
Виктория: Добрый день. Доставка товаров осуществляется только по республике Беларусь.
Client 3409: Понятно, а цены на российские деньги какие?
Виктория: Извините, перевод на валюту других стран не проводим.
Client 3409: Поняла, спасибо, просто дочка едет в Минск на экскурсию, хотела чтобы она забрала мой заказ.
Виктория: Какого числа Ваша дочь будет в Минске? Мы обувь бронируем только на два дня.
Виктория: Напишите, пожалуйста, модель и размер.
Client 3409: Ок"
3408,Карина,"Карина: Здравствуйте , подскажите , можно попросить отложить одну пару обуви до завтра ?
Виктория: Добрый день. Напишите, пожалуйста, модель и размер.
Карина: ЖЕНСКИЕ ОРТОПЕДИЧЕСКИЕ ПАНТОЛЕТЫ GÖEKKEN GWEN , КОРИЧНЕВЫЙ/АНИМАЛ ПРИНТ
Карина: 37 размер
Карина: В магазине на малиновке  , я их там меряла )
Виктория: Сейчас уточним у них фактическое наличие этой пары обуви и забронируем для Вас.
Виктория: На Дзержинского, 122 их уже нет, проданы. Ваш размер остался в салоне на Притыцкого, 158 (ст.м.Каменная горка).
Виктория: Отложить их для Вас?
Карина: Да , отложите
Виктория: Ваш заказ 3349. Хорошего дня!
Карина: Спасибо !"
3407,Яна,"Яна: Извините, я случайно дважды заказала. Можно ли будет отменить один заказ по номеру?
Яна: Заказ №17958
Виктория: Хорошо, с Вами свяжется менеджер."
3406,Яна,"Яна: Здравствуйте. Можете подсказать мерки размер S1 Корсет-реклинатор ортопедический OPTIO, черный?
Виктория: Добрый день. Для подбора размера необходимо замерить талию и бедра, сложить эти параметры и сумму разделить на 2. Размер S1 - 60-75 см, на рост 160-170 см."
3405,Александр Шафар,"Александр Шафар: Капсулы Масло семен тыквы
Александр Шафар: Где приобрести в Минске
Виктория: Добрый день. В сети ОРТОС данного товара нет.
Александр Шафар: спасибо
Виктория: Хорошего дня!"
3404,Любовь Скитова,"Любовь Скитова: Добрый вечер! Можно ли вернуть обувь, если не подойдёт размер?
Виктория: Добрый день. Обувь вернуть можно."
3403,Т,"Т: добрый день! подскажите, есть ли в Минске полуботинки Shirley черные в размере 40 или 41?
Анна: Здравствуйте. Этой модели 40 и 41 размеров вообще нет в наличии
Т: проверьте, пожалуйста, вроде был в наличии в салоне на Нарочанской
Анна: Проверили. Товара нет в наличии по всей сети
Т: спасибо
Анна: 🌺"
3402,Людмила,"Людмила: Здравствуйте! меня очень устраивает бандаж из неопрена на коленный сустав от TONUS ELAST(цена, качество)Б в связи с этим 2 вопроса: 1. есть ли в продаже изделие другого цвета- бежевый, светло-серый і др. этого бренда 2 в комплекте  на одно колено ?
Анна: Здравствуйте. Этот бандаж поставляется только в черном цвете.
Людмила: Спасибо!
Анна: 🌺"
3401,Владислав,"Владислав: Здравствуйте, у вас есть стельки ортопедические для Коньков ? И какая их стоимость ?
Анна: Добрый день. Можем предложить индивидуальное изготовление стелек, стоимость зависит от размера (от 290 руб. до 370 руб.)"
3398,Елена,"Елена: Здравствуйте! Фиксатор лучезапястного сустава с металлической пластиной OPTIO - А такое заказать можно на левую руку скорее всего размера L в Минск?
Виктория: Добрый день. К сожалению уже не сотрудничаем с этим производителем, поэтому данный ортез по наличию будет только то, что указано на сайте. Можем подобрать Вам другого производителя. Подскажите, в связи с чем необходим ортез?
Елена: День добрый. Воспаление суставов, боль в левой руке у основания большого и укащательного пальцев. Хотелось бы использовать такого рода бандаж при работе на клавиатуре.
Анна: Скажите, доктор  рекомендовал Вам степень фиксации ортеза? Среднюю или сильную степень фиксации?
Елена: Пока что только бинтовать эластичным бинтом, средняя фиксация. Но у меня при работе часов по 9 без перерыва рука в положении под углом и пальцы на ""ctrl+c/v"", хотелось бы при работе использовать ортез, чтобы не перегружать руку
Анна: Можем предложить рассмотреть модели https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-luchezapyastnogo-sustava-i-paltsev/bandazh-na-luchezapyastnyy-sustav-trives-t-36-92/
https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-luchezapyastnogo-sustava-i-paltsev/bandazh-kompressionnyy-na-luchezapyastnyy-sustav-so-semnoy-styazhkoy-trives-t-36-81s-levyy/
Анна: https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-luchezapyastnogo-sustava-i-paltsev/fiksator-luchezapyastnogo-sustava-s-termoformovannoy-shinoy-orlett-manuflex/
Елена: Благодарю! Рассмотрю эти варианты!"
3400,Евгений,"Евгений: удалите мой номер из вашей смс рассылки
Анна: Добрый день, удалим Ваш номер
Евгений: ок"
3399,Алексей,"Алексей: Хотел бы отказаться от рассылки смс
Виктория: Добрый день. Подскажите, пожалуйста, по какому номеру телефона хотели бы отказаться от рассылки?
Алексей: +375292715789
Виктория: Рассылка по указанному номеру отключена."
3397,Client 3397,"Client 3397: Добрый день. Подскажите в каких случаях есть скидки на ваши товары?
Client 3397: Сапожок Барука) ORLETT HAS-337
Анна: Добрый день. Если Вы ранее приобретали товар в наших слаонах и Вас вносили в базу клиентов, то с количеством покупок увеличивается Ваша скидка на неакционный ассортимент.
Client 3397: Сапожок Барука) ORLETT HAS-337а размер в наличии есть XL?
Client 3397: Да, покупали товар у вас
Client 3397: И можно заказать на Дзержинского 122?
Анна: Подскажите на какой номер заводили карту клиента?
Client 3397: Номер телефона?
Анна: Да
Client 3397: +3751152569
Client 3397: Или +375293769830
Анна: 3751152569 Какой код оператора?
Client 3397: А1
Client 3397: 37529
Анна: Проверили оба номера, не можем найти в базе.
Анна: Как давно приобретали?
Client 3397: Давно
Client 3397: Сейчас приеду домой, посмотрю карту
Client 3397: Была
Анна: Ожидаем информацию. У нас обновлялась база год назад.
Client 3397: Тогда да, больше 10 лет даже
Client 3397: А Сапожок Барука) ORLETT HAS-337 идут размер в размер, не маломерят?
Анна: Подбирается по размеру обуви. Если будете носить на гипс, то рекомендуется на размер больше брать.
Client 3397: Но это на 45 размер подойдёт?"
3396,Катерина,"Катерина: Где посмотреть размерную сеть?
Анна: Добрый день. Размерная сетка какого изделия Вас интересует?
Катерина: Детские босоножки
Анна: Подскажите артикул либо название модели.
Катерина: Sven фуксия
Анна: Есть возможность замерить длину стопы? Мы сравним ее со стельками в обуви."
3395,Client 3395,"Client 3395: здравствуйте. стельки можно купить только в магазине? либо есть доставка?
Анна: Добрый день. Доставка осуществляется без примерки курьерской службой Автолайт Экспресс.
Client 3395: оплата ?
Анна: Оплата при получении наличными либо картой, главное не картой рассрочки.
Client 3395: понятно.
Client 3395: как сделать заказ? через вас?
Анна: Если ранее ортопедические стельки не носили, то лучше будет приехать в салон, чтобы была возможность примерить несколько моделей.
Анна: Заказ можно оформить через нас.
Client 3395: поменять можно будет если неподойдет?
Анна: Без признаков носки и эксплуатации возврат возможен в течении 14 дней.
Client 3395: можно ваши адреса салонов? лучше приеду
Client 3395: и режим работы
Client 3395: я нашла на сайте
Анна: Какая модель стелек Вас заинтересовала и какой размер необходим? Я посмотрю наличие в салонах и сориентирую Вас в ближайший.
Client 3395: Ортопедические стельки BAUERFEIND ErgoPad Weightflex 2
Client 3395: но лучше все-таки подъехать
Анна: Какой размер необходим? Могу забронировать для Вас в салоне.
Client 3395: 40
Client 3395: широкие
Анна: В каком районе находитесь? Посмотрю ближайший салон.
Client 3395: спасибо. я сама позвоню."
3394,Татьяна,"Татьяна: Здравствуйте! Мне нужен бандаж поясничный. У человека разрушен позвоночник. И врач посоветовала когда человек стоит надевать бандаж. Но не более чем на 3 часа в день. Подскажите, пожалуйста, какой бандаж подойдёт под эти параметры.
Анна: Добрый день, подскажите, врач указывал степень фиксации бандажа?
Татьяна: Средняя
Анна: Рекомендуем рассмотреть данную модель ортеза https://www.ortos.by/catalog/ortopedicheskie-izdeliya/izdeliya-dlya-fiksatsii-pozvonochnika/korsety-poyasnichno-kresttsovye/poysnica-orlett-36352/
Анна: Подбирается по окружности талии и бедер.
Татьяна: Спасибо огромное!
Анна: Можете прислать нам Ваши замеры, посмотрим наличие необходимого размера по салонам.
Татьяна: Хорошо.
Анна: Хорошего дня!
Татьяна: Бедра 127, талия 106
Татьяна: Извините, бедра 117, талия 106
Анна: По Вашим замерам будет размер XL или XXL. Так как размер пограничный, то лучше приехать в салон для примерки. Подскажите, отложить для Вас корсеты в каком-либо салоне?
Татьяна: Нет, пока не надо, спасибо.
Анна: Хорошего дня!"
3391,Илона Анатольевна,"Илона Анатольевна: Здравствуйте! По какому адресу находится самый крупный магазин в Минске?
Илона Анатольевна: Ответите сегодня?
Анна: Добрый вечер. Самые большие наши магазины по адресу: Гикало, 1 и Притыцкого, 158.
Илона Анатольевна: Спасибо."
3393,Владислав,"Владислав: добрый день
Анна: Добрый вечер. Какой у Вас вопрос?
Владислав: хотел узнать по поводу сканирования стоп и подбор стелек, возможно ли для взрослого?
Владислав: сколько будет стоить
Анна: В салоне можно пройти компьютерное сканирование стоп и подобрать серийную модель стелек, стоимость 100-200 руб. Или записаться на прием к специалисту по изготовлению индивидуальных стелек. Стоимость от 370 до 450 руб., срок изготовления 20 рабочих дней.
Владислав: а индивидуальные стельки надолго их хватает?
Владислав: срок службы
Виктория: Добрый день. Рекомендуемый производителем срок службы составляет 6-12 месяцев при ежедневном использовании."
3390,Надежда,"Надежда: Здравствуйте! Скажите, пожалуйста, обувь с артикулами 520015-121 и 5201RL-401 одинаковые, просто цвета разные (в частности интересует стелька и полнота) или есть отличия?
Надежда: Мне ответ ждать?
Надежда: Прочитано и не отвечено
Надежда: онлайн сервис на нуле
Виктория: Добрый день. Извините, произошел технический сбой. Эти модели отличаются только цветом."
3392,юлия,"юлия: добрый день. у меня была бумажная карта лояльности старого образца (там от руки писали покупки и скидки, зеленого цвета). в прошлом году я покупала босоножки в магазине в Корона Замок, продавец забрала у меня эту карту и сказала, что в базе сделала пометку, и в след. покупку (с учетом того, что по картонной у меня уже было 7%) у меня будет скидка в размере 10%  и что карта теперь у меня будет виртуальная.
я сейчас зашла в ЛК на сайте, но номера карты лояльности у меня нет, пустое поле. к кому можно обратиться?
юлия: в ЛК невозможно добавить дату ДР (система не сохраняет данные). но при этом на мой номер на вайбер приходило сообщение про скидку на ДР.
юлия: я не понимаю, как работает ваша система, и почему я не вижу ни ДР, ни свою карту
Анна: Добрый вечер, Юлия. Действительно, сейчас действует электронная база данных по клиентам. При совершении следующей покупки, у Вас будет скидка 10%. Весь апрель месяц к этой скидке будет добавлена дополнительная 5% к дню рождения."
3389,Анна,"Анна: Здравствуйте. Сказали, что у вас принимают врачи-ортопеды. Можно на консультацию записаться?
Анна: Или у вас просто подбор обуви? Левая стопа болит у ребенка. Хирург предположит, что это из-за плоскостопия
Анна: Добрый день. У нас ведется запись на прием к специалисту по изготовлению индивидуальных ортопедических стелек. Просто консультации нет.
Анна: Какая стоимость консультации и когда есть свободное время?
Анна: На Гикало 1
Анна: Прием осуществляется по адресу: г.Минск, ул.Гикало,1. Стоимость изготовления детских стелек (до 34 размера) 290 руб. Консультация специалиста включена в эту стоимость. Предоплата в день приема 70%.
Анна: На какое число Вас записать?
Анна: А если размер уже больше 34го, какая стоимость?
Анна: От 370 до 450 руб.
Анна: Спасибо за информацию. Пока не записываемся
Анна: Хорошего дня!"
3385,Мария,"Мария: Доброе утро!Подскажите пожалуйста есть ли у вас в наличии валик  позиционирования  медицинский для ухода/профилактика пролежней,  лежачих пациентов. Поверхность гладкая, непромокаемая, обрабатываемая, размеры не менее 55-60 см*18*25см *18*25 см, материал чехла валика ПВХ/ Искусственная кожа
Виктория: Добрый день. Нет, данного товара нет в наличии в салонах Ортос.
Мария: Подскажите пожалуйста может вы знаете где и у кого можно поинтересоваться
Виктория: К сожалению, подобной информацией не располагаем. Для провфилактики пролежней в салонах Ортос есть противопролежневые матрасы: https://www.ortos.by/catalog/protivoprolezhnevye-matrasy/.
Мария: Доброе утро!Подскажите пожалуйста,а вы не делаете под заказ,нам надо в количестве 34 штук
Виктория: Добрый день. К сожалению, такой возможности нет"
3388,Ирина,"Ирина: Здравствуйте,ищу гольфы Тонус эласт, 2 компрессия, закрытый мысок, 5 размер, бежевые. Помогите.
Виктория: Добрый день. К сожалению, 5 размера гольф в наличии нет. Можем Вам предложить чулки в 5 размере: https://www.ortos.by/catalog/meditsinskiy-kompressionnyy-trikotazh/chulki/2-klass-kompressii/kompressionnye-chulki-tonus-elast-0402-soft-2kk-oreh/
Ирина: Спасибо, нет"
3387,Ангелина,"Ангелина: Здравствуйте, подскажите пожалуйста, если обувь не подойдёт по размеру, ее можно будет вернуть?
Анна: Добрый день. В течении 14 дней обувь подлежит возврату без признаков носки и эксплуатации в тот салон, где приобретали изделие."
3386,Елена,"Елена: Здравствуйте!
Анна: Добрый день. Уточните интересующий Вас вопрос."
3384,Client 3384,"Client 3384: Здраствуйте.Подскажите цену бендпж на колено при болезни шляттера
Client 3384: Бандаж
Виктория: Добрый день. При болезни Осгуда-Шляттера можем порекомендовать ортез: https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-kolennogo-sustava/ortez-kolennyy-orlett-pkn-103-2g-neoprenovyy/.
Виктория: Можем данный ортез зарезервировать для Вас в одном из салонов для примерки."
3382,Client 3382,"Client 3382: Полнота??
Виктория: Доброе утро! На упаковке производитель указал: ""полнота стандартная"", это 7-8.
Client 3382: На липучках белого цвета
Client 3382: Имена деформации правой стопы,врач,ваш постоянный клиент Стоимость, доставка??
Виктория: Скажите пожалуйста, какая именно деформация стопы?
Виктория: У Вас скидка на обувь будет 10% - 279,94 руб. Курьерская доставка заказа осуществляется службой автолайтэкспресс без примерки."
3381,Анастасия,"Анастасия: Здравствуйте! Подскажите, возможно ли изготовление компрессионных гольфов по индивидуальным меркам? Необходимо полной женщине.
Анна: Добрый день. Подскажите, есть замеры под рукой у Вас? Сверим с таблицами нашими производителей, возможно подберем гольфы из серийного производства."
3380,Client 3380,"Client 3380: Вы можете попробовать найти бандаж или трусы для паховой грыжи в одном из следующих мест:

1. Аптеки в Минске. Попробуйте поискать медицинские бандажи в аптеках вашего города.
2. Медицинские магазины или интернет-магазины, специализирующиеся на продаже медицинских товаров. Вы можете поискать их в интернете или в местных каталогах.
3. Обратиться к врачу. Ваш лечащий врач может порекомендовать вам конкретные медицинские товары и посоветовать, где их можно приобрести.
4. Онлайн-платформы и маркетплейсы. Вы можете поискать нужный товар на популярных онлайн-платформах.
5. Специализированные медицинские центры и клиники в Минске. Возможно, там вам смогут предложить варианты или дать рекомендации.

Перед покупкой обязательно проконсультируйтесь с врачом, чтобы убедиться, что выбранный товар вам подходит.
Client 3380: Где можно оплатить, и забрать
Анна: Добрый день. Подскажите, необходим паховый бандаж?
Client 3380: Да, да.
Анна: Чтобы правильно подобрать размер необходимо замерить окружность талии и бедер. Подскажите, есть возможность у Вас произвести замеры?"
